question,answer,confidence_score,verbal_confidence
Used frequently in laboratories what is the common name of Drosophila?,fruit fly,0.8157921238362453,I am likely correct
What type of plant is a nardoo?,fern,0.8437861869247562,I am likely correct
"""In David Hockney's painting """"Mr and Mrs Clark and Percy"""", what is Percy?""",cat,0.8360076497871175,I am likely correct
Which international treaties of 1899 and 1907 cover the use of weapons in war?,hague conventions,0.8316225823703951,I am likely correct
In French cookery what name is given to a Béchamel sauce with shredded or grated cheese?,mornay,0.6914279733848515,I think this is correct
Who is currently the Prime Minister of New Zealand?,john key,0.8776430785912162,I am likely correct
"The islands of Hoy, Sanday and Westray belong to which island group?",orkneys,0.848330549883886,I am likely correct
"Loosely translated, Aleph Beth Gimel Daleth are the first four letters of what alphabet?",hebrew,0.8242647691788052,I am likely correct
In which US state is Green Bay?,wisconsin,0.8351700445086055,I am likely correct
"Cryos, the worlds largest sperm bank, recently announced that they will no longer accept donations from guys with what physical characteristic?",redheaded,0.7945550727893783,I am likely correct
The Transandine Railway runs between which two South American countries?,chile and argentina,0.7279471338086974,I think this is correct
Tala is the basic monetary unit of which country?,samoa,0.722119748440979,I think this is correct
"Also a plumber, what is the name of 'Super Mario's' older brother?",luigi,0.7961709637508504,I am likely correct
What major river flows through Paris?,seine,0.8316136515527333,I am likely correct
"A particular song was copyrighted in 1935 by the Summy Company, crediting authors Preston Ware Orem and Mrs. R.R. Forman. The company was purchased in 1990 by Warner Chappell for US$15 million, with the value of the song estimated at US$5 million. What is the song?",happy birthday to you,0.5520075115637378,I am unsure
The ESRB provides ratings for what?,video games,0.8632678475510982,I am likely correct
'Travellers Joy' and 'Old Man's Beard' are alternative names for which plant?,clematis,0.7170112967556258,I think this is correct
What did Tikki Tikki Tembo fall into?,well,0.6954319479597676,I think this is correct
When Alexander the Great had an Empire to which Asian Country did it stretch?,india,0.7940038165180608,I am likely correct
Which river flows through Cologne?,rhine,0.8569676990160626,I am likely correct
"Name the year in which Driving Miss Daisy won the Best Picture Oscar, Mikhail Gorbachev is elected as the first executive President of the Soviet Union and Iraq invaded Kuwait?",1990,0.7785284730388313,I am likely correct
What Swedish city is connected to Copenhagen via a bridge?,malmö,0.7871193165639508,I am likely correct
"Sufferers, Locksmen and Dreads are followers of which religion?",rastafarian,0.68564937938625,I think this is correct
"Not counting his overactive use of tobacco, what was the addictive drug used by Sherlock Holmes (in a 7% solution) when he was bored?",cocaine,0.6470527808912022,I think this is correct
Of what does the usual base of a Florentine biscuit consist?,chocolate,0.8042051483374784,I am likely correct
How many black keys are there on a standard modern piano?,36,0.791929108711333,I am likely correct
"Just north of Bolton, on which English motorway will you find Rivington Services?",m61,0.8264018504896172,I am likely correct
At which Winter Olympic host city would you find the Cresta Run?,st moritz,0.8238826204293545,I am likely correct
What type of creature is a Meadow Brown?,butterfly,0.8540104747746528,I am likely correct
A group of which fish is called a Lap?,cod,0.6683322347594484,I think this is correct
"Which organisation was founded in Ontario, Canada in 1897 by Adelaide Hoodless?",women s institute,0.6275868512819931,I think this is correct
"Who was born first, Kiefer Sutherland or Christian Slater?",kiefer sutherland,0.8945158297002437,I am likely correct
Which singer-actress played 'Evita' in the 1996 film of that name?,madonna,0.7087077314643186,I think this is correct
What colour is pistachio flavoured ice cream?,green,0.812459750187902,I am likely correct
In which town in Flanders could you visit the World War I memorial called the Menin Gate?,ypres,0.7887631432119037,I am likely correct
"Blaze, Bubble and Shootout are all terms used in which card game?",poker,0.782001903672135,I am likely correct
Which standard orchestral instrument has a name which derives from the French for high wood?,oboe,0.7468608848096345,I think this is correct
Which Italian demonstrated the first modern electric battery?,alessandro volta,0.8191493898771538,I am likely correct
Which city hosted the 1992 Summer Olympic Games?,barcelona,0.8121659718268658,I am likely correct
"In which country is the Sierra Madre mountain range, with its highest peak at Cerro Mohinora?",mexico,0.8598550583709986,I am likely correct
What number shirt did England rugby union player Jonny Wilkinson wear in the 2011 World Cup?,10,0.8308467943686639,I am likely correct
Most of the world's caviar comes from where?,caspian sea,0.7900183751693965,I am likely correct
The waters of the Gulf of Mexico flow to meet the Atlantic Ocean through what?,florida straits,0.756515617667127,I am likely correct
Who is the narrator on the UK television show The Only Way Is Essex?,denise van outen,0.741891264761217,I think this is correct
Which English monarch was the son of Edward the Black Prince?,richard ii,0.6869794723054602,I think this is correct
"""Who created the fictional character """"Tilly Trotter'?""",catherine cookson,0.70186573433376,I think this is correct
"In South Africa, who replaced Nelson Mandela as President of South Africa in 1999?",thabo mbeki,0.7993319082979427,I am likely correct
What is the name of the village druid in the comic strip ‘Asterix’?,getafix,0.8059721153931075,I am likely correct
Who plays Cruella de Vil in the 1996 live action version of 101 Dalmations?,glenn close,0.743998772546082,I think this is correct
In which city will the 2020 Summer Olympics be held?,tokyo,0.8906947723834914,I am likely correct
The TV serie Mad Men is set in which decade?,1960 s,0.8165430285802853,I am likely correct
The Radio 5 Live show 'Fighting Talk' is hosted by which presenter?,colin murray,0.7424751504955701,I think this is correct
The hamburger is named after?,hamburg germany,0.7427224013759499,I think this is correct
Which sportsman won the fourth series of the British television show ‘Strictly Come Dancing’ in 2006?,mark ramprakash,0.6863330693062233,I think this is correct
The Formula One Sepang International Circuit is in which country?,malaysia,0.8215455996285814,I am likely correct
"Which Charles Dickens novel, his last completed work, features' John Harmon' and the title character 'John Rokesmith'?",our mutual friend,0.6785526574304485,I think this is correct
By what name is comic book villain Oswald Chesterfield Cobblepot better known?,penguin,0.7135819836190774,I think this is correct
Sean Connery's first Oscar was awarded for his role in which film?,untouchables,0.7795807463866358,I am likely correct
Bradford and Brighton both have a newspaper called what?,argus,0.7223679693495207,I think this is correct
Which European nation was the colonial power of Indonesia for 350 years until officially ceding control in December 1949?,netherlands,0.8559935873901849,I am likely correct
"In the year 1800, who was King of Great Britain and King of Ireland?",george iii,0.7881578985768619,I am likely correct
Alex Turner is the lead vocalist of which rock band?,arctic monkeys,0.6103991263532136,I think this is correct
"Which British sculptor is famed for simple geometric shapes carved in wood, stone, bronze and alabaster, such as Pierced Form and Four Square?",barbara hepworth,0.8889395996619165,I am likely correct
"""The """"Hall of Mirrors"""" is in which building?""",palace of versailles,0.8578065289555565,I am likely correct
Where in Northamptonshire is the British Formula 1 Grand Prix held?,silverstone,0.8230838197217446,I am likely correct
"Eric Arthur Blair, born 25 June, 1903, was the birth name of what famed English author, who penned such works as The Road To Wiggan Pier and Down and Out in Paris and London?",george orwell,0.6722828745293279,I think this is correct
"""Complete the title of this James Bond film: """"From Russia With ... """"""",love,0.7246757990386282,I think this is correct
'Cape Cod Salad' is an exotic summer dish centred,lobster,0.8441785804746328,I am likely correct
Convallaria majalis is the scientific name for what popular garden flower?,lily of valley,0.805395711006471,I am likely correct
Who was the first Olympic heavyweight boxing gold medallist to become world professional heavyweight boxing champion?,joe frazier,0.7902983099291295,I am likely correct
"Mike Joyce, Johnny Marr, Stephen Morrisey and Andy Rourke were members of which pop group?",smiths,0.6551631055400057,I think this is correct
Near which Chinese city is the famous Terracotta Army to be found?,xian,0.8449028825804878,I am likely correct
Which group recorded the 90s albums 'Nevermind' and 'In Utero'?,nirvana,0.7702260775106903,I am likely correct
What are the French speaking citizens of Belgium called?,walloons,0.7917879188229956,I am likely correct
Who did June Carter marry?,johnny cash,0.6983475187242516,I think this is correct
"Proclaiming himself ""the luckiest man on the face of the earth"", what baseball legend announced his retirement from the New York Yankees on July 4, 1939, following an amazing streak of 2130 straight games?",lou gerhig,0.7325656875899114,I think this is correct
Who did Claus von Stauffenberg plot to kill?,adolf hitler,0.8708179971896532,I am likely correct
Brandon Lee died during the making of which movie?,crow,0.6367462025078284,I think this is correct
"Birchill, Thornhill and Lisvane are all areas of which British city?",cardiff,0.7714298309817007,I am likely correct
"Introduced in 1908, for what does the B in the degree-equivalent course MBA stand?",business,0.7270431409857557,I think this is correct
During World War II in which country did the Battle of the Kasserine Pass take place?,tunisia,0.850114499407012,I am likely correct
Which planet weighs more than all the other planets of our solar system combined?,jupiter,0.7884227327047101,I am likely correct
What is the heraldic name for the colour green?,vert,0.783274443782135,I am likely correct
Which Soviet leader was awarded the Nobel Peace Prize in 1990?,mikhail gorbachev,0.6825777262537377,I think this is correct
In which prison was 'Amy' born in the novel 'Little Dorrit'?,marshalsea,0.6587864238109058,I think this is correct
Formula 1 - On which racetrack was the World Champion Ayrton Senna killed?,imola,0.7999070094090087,I am likely correct
What was singer Jack Jones father Allan's theme song,donkey serenade,0.5232666922606694,I am unsure
Hircine refers to being like or related to what creature?,goat,0.7762990076358706,I am likely correct
Who dated actress Elizabeth Hurley between 2000 and 2001 and denied he was the father of her son born in 2002 before a DNA test proved otherwise?,stephen bing,0.7875768589904901,I am likely correct
Which village in Sweden has four chemical elements named after it?,ytterby,0.5928635796435615,I am unsure
Who played 'Peter Pan' in Spielberg's 'Hook'?,robin williams,0.7987871631977533,I am likely correct
What U.S. state holds the first presidential primary?,new hampshire,0.7861982224385875,I am likely correct
What is the name of the island formed by volcanic action off the south coast of Iceland in 1963,surtsey,0.7162013305601698,I think this is correct
What Jewish banking family rose from the Frankfurt ghetto to become unthinkably wealthy?,rothschild,0.8125196923526361,I am likely correct
In which country is the most northerly point on mainland Africa?,tunisia,0.793736340139003,I am likely correct
Marc Dutroux hit the headlines over a 'house of horrors' in which country?,belgium,0.7939963901293486,I am likely correct
"""In the novel, """"Nicholas Nickelby"""", by Charles Dickens, what was the name of the school, run by Wackford Squeers?""",dotheboys hall,0.7981250955943997,I am likely correct
Which team won the first 'Super Bowl'?,green bay packers,0.7750884859763806,I am likely correct
"""What profession requires the artist to know about """"F stops""""?""",photography,0.7831795401619782,I am likely correct
What is the largest (by population) landlocked country?,ethiopia,0.8688593826047595,I am likely correct
What is the name for the Vietnamese New Year? (Hint: three letters),tết,0.8132182555101816,I am likely correct
"""What was the name of the Spencers' baby in the 1970's sitcom """"Some Mothers Do 'Ave 'Em""""?""",jessica,0.7796504406819431,I am likely correct
"In the human body, which pigment is primarily responsible for the colour of skin?",melanin,0.8581077601744078,I am likely correct
Which author also writes under the name Barbara Vine?,ruth rendell,0.6247063651882387,I think this is correct
What percentage of the earth's surface is covered by Europe?,8,0.8126885884276883,I am likely correct
H'Angus the Monkey is the mascot of which English football club?,hartlepool united,0.7210019423229985,I think this is correct
Which chain store founded by John Hargreaves opened its 200th UK outlet in Croydon in September 2006?,matalan,0.5651549398709562,I am unsure
Which adjective is used when pertaining to the fox?,vulpine,0.7502221445321479,I am likely correct
How many suspects are in a normal game of Cluedo?,six,0.6997655264751401,I think this is correct
Which cathedral has 4440 statues?,milan,0.6566675247297421,I think this is correct
"Which Dr. Who villain has been played by Roger Delgado, Anthony Ainley, Eric Roberts, etc?",master,0.7406958283277744,I think this is correct
Which US State is nicknamed The Beaver State?,oregon,0.7919520090811664,I am likely correct
When was the current theme for the BBC television programme Top Gear first released on an album?,1973,0.7055397450371808,I think this is correct
Which was the second British motorway,m1,0.809576976465249,I am likely correct
Playwright J M Barrie used a drawing by English artist Ben Nicholson as the base for a poster for which play?,peter pan,0.6740122275628266,I think this is correct
How many US Presidents have been impeached?,two,0.8144069798399975,I am likely correct
"""What city is known to its inhabitants as """"auld reekie""""?""",edinburgh,0.7779583467291875,I am likely correct
"What was the name of the ‘asylums’ in Britain which were slave laundries from the 18th to late 20th Centuries, ostensibly to house ‘fallen women’?",magdalene asylums,0.7864895861636246,I am likely correct
"The language known as Putonghua, Guoyu, Gwok Yu and Huayu, is spoken in Taiwan, Malaysia and Singapore and where else that it is the official language?",people s republic of china,0.8153403779876465,I am likely correct
What is the title of the final and unfinished novel by Charles Dickens?,mystery of edwin drood,0.669421487345781,I think this is correct
Who scored Spain's winning goal in the final of the 2010 FIFA World Cup?,andres iniesta,0.7556420862937488,I am likely correct
The port of Immingham is to be found on which estuary?,humber,0.8460157330776372,I am likely correct
Eamon de Valera founded which Irish political party in 1926?,fianna fail,0.8030296002170532,I am likely correct
The Riel is the currency of which Southeast Asian country?,cambodia,0.8327116191937988,I am likely correct
Suffrage is the right to do what?,vote,0.746748028203035,I think this is correct
"In 1919, which Dadaist created L.H.O.O.Q., a parody of the Mona Lisa, in which a moustache and goatee beard were added to a reproduction of the painting?",marcel duchamp,0.7814706011748705,I am likely correct
Probably best remembered as being chief presenter of ITV's News At Ten between 1976 and 1991which British journalist and broadcaster sadly passed away on July 20th 2012?,alastair burnett,0.6575905547277765,I think this is correct
"In metallurgy, the term 'rouging' refers to a form of corrosion found on what substance that you do not readily associate with corrosion?",stainless steel,0.6021538062174461,I think this is correct
Which Australian won the men’s singles title at Wimbledon in 1956 and 1957?,lew hoad,0.737197144220151,I think this is correct
What does the musical term con fuoco mean,with fire,0.7840259949877735,I am likely correct
What animal is the Scandinavian Christmas Julbock symbol?,goat,0.7844464035488699,I am likely correct
"The Greek goddess Aphrodite loved which beautiful youth, the son of Myrrha?",adonis,0.7963658450649322,I am likely correct
"Tomorrow marks the anniversary of the debut of what long running children's television series, originally produced by the Children's Television Workshop?",sesame street,0.45183305586804867,I am unsure
"""""""Fawlty Towers"""" was written by John Cleese and Connie Booth, who played main characters. Which character did Connie Booth play?""",polly,0.7356961195641483,I think this is correct
What is the name of the strong material found in plant cell walls?,cellulose,0.7642534102471322,I am likely correct
Whose mistress was Clara Petacci?,benito mussolini,0.7585497314643468,I am likely correct
Which boxer fought Mohammed Ali in the fight known as 'The Thriller In Manilla'?,joe frazier,0.7151334307855249,I think this is correct
"""Whose autobiography was entitled """"Step Inside Love""""?""",cilla black,0.6888473412469273,I think this is correct
"What British sitcom that aired from 1979 to 1981 in the UK, starred Penelope Keith and Peter Bowles?",to manor born,0.5204111664071043,I am unsure
"Who was re-elected President of the Republic of Germany in 1932 defeating Adolf Hitler, became a figurehead when Hitler became Chancellor in 1932, and died in 1934, enabling Hitler to disestablish the position of President and proclaim himself Fuhrer?",von hindenburg,0.8153155860379634,I am likely correct
"The long distance train, 'The Canadian', travels between Toronto and which other city?",vancouver,0.8028459754874869,I am likely correct
Who did Friedrich Engels famously work with?,karl marx,0.8667186723499402,I am likely correct
"Which American singer-songwriter wrote 'Sweet Baby James', the title track of his second album in 1970?",james taylor,0.6839174311862883,I think this is correct
'Jomo Kenyatta Airport' serves which African city?,nairobi,0.7974383227830543,I am likely correct
"""Where was the sport called """"Tossing the caber"""" developed?""",scotland,0.8177042621941003,I am likely correct
What boy with a girl's name was sung about by Johnny Cash?,sue,0.7097639002607243,I think this is correct
"Which 1940 film, directed by John Ford, was based on John Steinbeck’s Pulitzer-Prize winning novel of the same name?",grapes of wrath,0.8347017600525997,I am likely correct
Mrs Lovett made meat pies from material supplied by whom?,sweeney todd,0.748769734175775,I think this is correct
For which conductor was the NBC Symphony orchestra created in 1937?,arturo toscanini,0.7182819835401149,I think this is correct
There are three independent emirates in the world. United Arab Emirates and Qatar are two. Which is the third?,kuwait,0.6901487921677185,I think this is correct
Sic Bo is a Chinese game of?,dice,0.8405372837717671,I am likely correct
"""Who painted """"Boy With a Pipe"""" which, in May 2004, was sold for a record price of $104 million?""",picasso,0.8571945501620483,I am likely correct
A drupe is a type of what?,fruit,0.8449197360677068,I am likely correct
Which 1969 film concerns the dance marathon competitions during the Depression Era in America?,they shoot horses don t they,0.5614098836431923,I am unsure
What is the chief ore used to make aluminium?,bauxite,0.7868455908517231,I am likely correct
"Bonham’s, Christies, Forbes and Fellows are are what type of business?",auctioneers,0.820748415573181,I am likely correct
How many male strippers perform on stage together in the 1997 film ‘The Full Monty’?,six,0.7756477901368295,I am likely correct
Ivan Galamian has had world-wide influence as a teacher of what?,violin,0.7915141998116654,I am likely correct
Who betrayed Jesus for 30 pieces of silver?,judas iscariot,0.8692143485636884,I am likely correct
Who was the Roman goddess of Death?,libitina,0.7517822884387152,I am likely correct
The Babylonians invented the clepsydra. What was it?,water clock,0.8016852141820837,I am likely correct
Who wept on the shoulder of the Duchess of Kent after losing the Wimbledon Women's Singles Final against Steffi Graf in 1993?,jana novotna,0.6440700695983719,I think this is correct
"Excluding Antarctica, which continent reaches the furthest south?",south america,0.762858614143813,I am likely correct
In which county is Wentworth golf course,surrey,0.7357080043065991,I think this is correct
Which now defunct newspaper was originally owned by Eddy Shah?,today,0.5769070690449988,I am unsure
What is Marge Simpson's maiden name ?,bouvier,0.7470301371904404,I think this is correct
Which acid has the alternative name ‘spirits of salt’?,hydrochloric,0.6609672706871034,I think this is correct
Which English clergyman/chemist discovered oxygen?,joseph priestley,0.8523036824496109,I am likely correct
Which country will host the 2014 FIFA World Cup?,brazil,0.8635507135766115,I am likely correct
"""Which word completes each of the novels in a series by Enid Blyton - including """"The ??? of the Burnt Cottage"""", """"The ??? of the Vanished Prince"""" and """"The ??? of the Missing Necklace""""?""",mystery,0.5873879022876809,I am unsure
"""What was the name of the dog in the children’s TV series """"The Herbs""""?""",dill,0.6324233241980448,I think this is correct
"In 480 BC, Leonidas led his 300 Spartans against the Persian army, led by Xerxes, in which land battle?",thermopylae,0.7994579581938281,I am likely correct
For what medical condition would a doctor administer an antipyretic?,fever,0.835471212125329,I am likely correct
"What kind of singing, from the Italian for Manner of the Church, features singers without any musical accompaniment?",capella,0.6750600552197945,I think this is correct
"""What latin phrase means """"unaccompanied"""" when applied to music?""",capella,0.717783901694746,I think this is correct
Fiji Day is celebrated in Fiji during which month of the year?,october,0.7507940812817239,I am likely correct
Who was known as the ‘Waltz King’ of Vienna?,johann strauss ii,0.7581296083787056,I am likely correct
In which modern day country was Gustav Mahler born?,czech republic,0.847560730135541,I am likely correct
What did St. George slay?,dragon,0.7135731808899209,I think this is correct
"Which war, engineered by Bismarck, included the siege and surrender of Paris and ended in the union of German states with William I as emperor?",franco prussian war,0.7461579230490927,I think this is correct
"Who played their final live gig at Candlestick Park, San Francisco in 1966?",beatles,0.7808624673383613,I am likely correct
What was introduced by the Volstead Act?,prohibition in usa,0.8602370823866998,I am likely correct
In which year was the Royal British Legion founded?,1921,0.8214757115084633,I am likely correct
Which one of the seven member territories is also capital of UAE (United Arab Emirates)?,abu dhabi,0.8182563483265379,I am likely correct
What abolitionist raided Harpers Ferry in 1859?,john brown,0.68855512225634,I think this is correct
In which athletics event has the Fosbury Flop been much adopted since 1968 ?,high jump,0.7590889988773217,I am likely correct
"The usual graph shape for product failure rate, starting and ending high with a long flat bottom in between, is known as what sort of curve?",bathtub,0.7940262455937572,I am likely correct
Which of the London Livery Companies is first in order of preference?,worshipful company of mercers,0.7227811985014484,I think this is correct
"""What song plays over the closing credits of """"Die Hard"""" (1988)?""",let it snow,0.5664266291253562,I am unsure
"Britain's first jet fighter, The Meteor was made by which company?",gloster,0.8070904430835362,I am likely correct
Which root vegetable pie was named after a Minister of Food during World War II?,woolton pie,0.7871621125513876,I am likely correct
Near Field Communication technology (NFC) is a set of standards for?,smartphones,0.8445567604805994,I am likely correct
What facial hair style was made famous by American Civil War general Ambrose Burnside?,sideburns,0.8041137226125389,I am likely correct
Horatio was a legendary Roman hero who defended a bridge against which army?,etruscan,0.7518105016029868,I am likely correct
In which UK City is there a district called Holgate?,york,0.7674059865962843,I am likely correct
"""Who composed the works """"The Fountains of Rome"""" and """"The Pines of Rome"""" in 1916 and 1924 respectively?""",ottorino respighi,0.7197380058480516,I think this is correct
Who were Bolton Wanderers opponents in the first Wembley F.A. Cup Final,west ham united,0.778436194099184,I am likely correct
How many wheels are there on a sulky?,2,0.7911948724492854,I am likely correct
Who won the 'Oscar' for Best Actress in 2000 for her part in'Boys Don't Cry'?,hilary swank,0.7368749958917649,I think this is correct
What Arizona national park was formed over millions of years by the relentless efforts of the Colorado River?,grand canyon,0.8204584869723931,I am likely correct
"In the Harry Potter books there are 4 houses at Hogwarts School. Three of them are Gryffendor, Ravenclaw and Slytherin. Name the fourth.",hufflepuff,0.8620121794074154,I am likely correct
Andy Coulson resigned as editor of which British newspaper in 2007?,news of world,0.8035379320840929,I am likely correct
What is vellum parchment made from,calfskin,0.8215189877214186,I am likely correct
Which musical term means ‘very loud’?,fortissimo,0.7921585301689132,I am likely correct
"""Larry Levine, an American audio engineer, who won a Grammy Award in 1966 for """"A Taste of Honey"""" by Herb Alpert & the Tijuana Brass and contributed to The Beach Boys' 1966 album """"Pet Sounds"""", was best known for his co-operation on the Wall of Sound recording technique with which producer?""",phil spector,0.6917220614678798,I think this is correct
Charlotte of Mecklenburg-Strelitz was the wife of which King of Great Britain?,george iii,0.7552285938865377,I am likely correct
"In the Sudanese wars, which British general won the Battle of Omdurman?",sir herbert kitchener,0.7833557581510002,I am likely correct
In which German city is the newspaper 'Suddeutsche Zeitung' published?,munich,0.7421488514573269,I think this is correct
Falange was the name given to several political movements and parties dating from the 1930’s in which European country?,spain,0.7806396842714454,I am likely correct
Which actress singer who charted with Santa Baby and starred as Catwoman died on Christmas day 2008?,eartha kitt,0.6295837138094402,I think this is correct
"Which bird, in relation to its size, has the thickest skull?",woodpecker,0.8160180070916337,I am likely correct
What was the name of the short-lived republic that existed in south-eastern Nigeria between 1967 and 1970?,biafra,0.8434978153377812,I am likely correct
Who became US President John Kennedy’s Vice President in 1961?,lyndon b johnson,0.7700070973470333,I am likely correct
Leicester City FC's owners are (at 2016) what nationality?,thailand,0.7502744035663871,I am likely correct
"Who played the role of Caligula in the 1976 UK tv series ‘I, Claudius’?",john hurt,0.7633236901689714,I am likely correct
What does Mexican Coke have that American Coke doesn't?,sugar,0.787575394393513,I am likely correct
"""Which actress played the Bond Girl, """"Solitaire"""" in the film """"Live and Let Die""""?""",jane seymour,0.7299888807912673,I think this is correct
"""The """"phylloxera epidemic"""" affects what?""",grapevines,0.8027062910639957,I am likely correct
With which French King were Mme de Pompadour and Mme Du Barry associated?,louis xv,0.8620573384517826,I am likely correct
In which country are the 2019 Rugby Union World Cup finals to be held?,japan,0.8708581550322569,I am likely correct
What is the name for the playing area in American football?,gridiron,0.8223889911708118,I am likely correct
"What is a common feature of komodo dragons, aphids, and whiptail lizards?",ability to reproduce asexually,0.8803937473027889,I am likely correct
My bologna has a first name. What is it?,oscar,0.7025577769062418,I think this is correct
Who composed the opera Turandot?,puccini,0.8429340504123194,I am likely correct
The opera Carmen was first performed in which decade?,1870 s,0.8649673540132733,I am likely correct
Which Italian city is known as the pizza capital of the world?,naples,0.6933589197533776,I think this is correct
Who is the twin sister of Sebastian in Shakespeare's Twelfth Night?,viola,0.7829902876294982,I am likely correct
"If you are standing at Tanjung Piai, the southernmost point of mainland Asia, you can see the skyline of what country across a strait?",singapore,0.774337326184214,I am likely correct
Which English town's Anglo Saxon name was Gipeswic pronounced Gipperswick,ipswich,0.6889256565823375,I think this is correct
Josiah Tulkinghorn is Sir Lester Dedlock’s lawyer in which novel by Charles Dickens?,bleak house,0.7803096822912354,I am likely correct
Which Austrian composer who lived from 1797 to 1828 was nicknamed ‘The Little Mushroom’?,franz schubert,0.6199451736934736,I think this is correct
"Which folk singer and activist who died in 2014 aged 94 years co-wrote the songs Where Have All The Flowers Gone, If I had a Hammer and adapted the song Turn, Turn, Turn from the Book of Ecclesiastes?",pete seeger,0.8332789812977678,I am likely correct
Which author created the character Moll Flanders?,daniel defoe,0.8362351062932216,I am likely correct
How many players are on the field in a hurling team?,15,0.7952335178188649,I am likely correct
Who is the lead singer of the Sheffield band the Arctic Monkeys?,alex turner,0.7855754617266473,I am likely correct
Which coastal West African country borders only Guinea and Liberia?,sierra leone,0.7962632376627039,I am likely correct
"What is the next in this series: Conrad Hilton, Michael Wilding, Michael Todd, Eddie Fisher, Richard Burton?",richard burton,0.5886040818648364,I am unsure
Slivovitz is a brandy distilled from which fruit?,plums,0.849993908339794,I am likely correct
For what did the 'T' stand in the name of 'Captain James T. Kirk' in 'Star Trek'?,tiberius,0.7227557593492742,I think this is correct
‘Troilus and ‘who’ is the title of a play by William Shakespeare?,cressida,0.8163921385415771,I am likely correct
"Without this man, born on May 12th, 1937, we would never know ""Seven Words You Can Never Say on Television"". Who are we referring to?",george carlin,0.5424647119313125,I am unsure
What was the surname of the woman who was the inspiration behind the Rolling Stones song Angie?,bowie,0.6556790123575252,I think this is correct
What are the membranes enveloping the brain and spinal cord called ?,meninges,0.8724581263534156,I am likely correct
Which enduring cartoon character was created by Bob Clampett for the 1938 cartoon Porky's Hare Hunt?,bugs bunny,0.7438816451381469,I think this is correct
"Oct 21, 1797 saw the launching of the frigate known as Old Ironsides. By what official name is she known?",uss constitution,0.6740493425359733,I think this is correct
"According to Sammy Haggar, what can't he drive?",55,0.7635130481349159,I am likely correct
Which Wagner opera tells the story of the eponymous swan knight and features The Bridal Chorus?,lohengrin,0.7714071383454092,I am likely correct
"January 17, 1929 saw the pride of Chester, Il, Elzie Segar debut what iconic cartoon character in a Thimble Theater strip?",popeye sailor man,0.7674790938412701,I am likely correct
"Born 'Lucille LeSueur' , By what name is this actress better known?",joan crawford,0.6171803486284285,I think this is correct
Tahini paste is made by grinding which seeds?,sesame,0.8601914943830982,I am likely correct
"""What is the current name of the islands originally called the """"Sandwich Islands""""?""",hawaii,0.7968723420758451,I am likely correct
In which film does Dustin Hoffman play Enrico Salvatore (Ratso) Rizzo?,midnight cowboy,0.6865606242980908,I think this is correct
What term is used when a clot forms in a blood vessel?,thrombosis,0.7630607366163478,I am likely correct
"If the words Posta Shqiptare appear on a postage stamp, from which country does it come?",albania,0.8608005403137017,I am likely correct
"Which former Italian Prime Minister was kidnapped by The Red Brigade in 1978, and killed after 55 days in captivity?",aldo moro,0.7207697900458842,I think this is correct
"The song 'Bewitched, Bothered And Bewildered' came from which musical?",pal joey,0.6520192714408829,I think this is correct
Which European country switched to driving on the right in 1967?,sweden,0.7092143308199723,I think this is correct
Name the iconic and highest ranking military leader to be killed in the first world war?,lord kitchener,0.7578521774278474,I am likely correct
Which is the only marsupial to be found in North America?,opossum,0.803113940784073,I am likely correct
Simon Legree is the villain in which famous novel?,uncle tom s cabin,0.6303284309653919,I think this is correct
Which music act took its name from a Bernard Cribbins hit record?,right said fred,0.6381127062540025,I think this is correct
What is the title of the first number one UK hit single for 'Oasis'?,some might say,0.8289336251785969,I am likely correct
"Queen Joan of Navarre, who was imprisoned for witchcraft, was the stepmother of which English monarch?",henry v,0.6681586071352413,I think this is correct
"""Which Coronation Street character, who """"died"""" in 2006, apparently had 25 girlfriends at various times and four wives?""",mike baldwin,0.6514060823472406,I think this is correct
General Charles de Gaulle was French President 1959 to 1969. Who succeeded him?,georges pompidou,0.7886120809125552,I am likely correct
"In which country was the first 24 hour race for motor cars held on a closed course, in 1907?",england,0.775927693155737,I am likely correct
Throughout the 80s and 90s Phil Collins recorded on which record label?,atlantic,0.687360427886989,I think this is correct
"The capital city of Nunavut, Iqaluit lies on which large island?",baffin island,0.8188596506662527,I am likely correct
Its capital is Valverde - which is the smallest of the Canary Islands?,hierro,0.751487292077841,I am likely correct
What stone was used to decipher Ancient Egyptian hieroglyphics?,rosetta stone,0.8219200633443862,I am likely correct
Who wrote the 1963 novel ‘The Spy Who Came in From the Cold’?,john le carre,0.6396972077364815,I think this is correct
Thomas Cromwell was executed for treason after being blamed for Henry VIII?s failed marriage to whom?,anne of cleves,0.8044254766364192,I am likely correct
Which old English coin was equal to four pence?,groat,0.7662290443032764,I am likely correct
"Marking the separation between the Atlantic and Pacific Oceans, what name is given to the southernmost piece of South America?",cape horn,0.6918021675430849,I think this is correct
"In the US, which state lies to the west of New Hampshire?",vermont,0.65837786521939,I think this is correct
"Masu, Chum, and Coho are all types of what?",salmon,0.6866418517473775,I think this is correct
"Supposedly a hangover cure, which drink consists of a raw egg, Worcestershire sauce and typically a hot sauce with condiments?",prairie oyster,0.754058674161263,I am likely correct
Who composed the opera The Huguenots?,giacomo meyerbeer,0.7669612434437914,I am likely correct
What was the name of the country prior to being renamed as Namibia?,south west africa,0.7698135632161804,I am likely correct
